Interface_Temp,Fan_FanTray1Fan1Sensor1,Fan_FanTray2Fan1Sensor1,Fan_FanTray3Fan1Sensor1,Fan_FanTray4Fan1Sensor1,rack_unit,Device_local_sn,SFP_manufacturer,SFP_model
63.9,9933,9868,9933,9900,25,JPE21322667,FINISAR CORP,FCBN425QF1C10-OR
63.9,8241,8219,8196,8196,6,SGD20422062,FINISAR CORP,FCBN425QF1C10-OR
63.9,7731,7731,7672,7772,7,JPE20452160,FINISAR CORP,FCBN425QF1C02-OR
63.9,9900,9900,9900,9933,7,SGD22057043,FINISAR CORP,FCBN425QF1C02-OR
63.9,7692,7712,7731,7731,24,SGD20284395,FINISAR CORP,FCBN425QF1C10-OR
63.9,7832,7853,7832,7874,6,JPE21322616,FINISAR CORP,FCBN425QF1C10-OR
63.9,10676,10676,10676,10714,24,JPE21311897,FINISAR CORP,FCBN425QF1C20-OR
63.9,16304,16216,16042,16042,3,JPE20255064,Intel Corp,SPTSHP2PMCDF
63.9,7772,7731,7731,7751,23,SGD21068446,FINISAR CORP,FCBN425QF1C10-OR
63.9,7633,7672,7672,7633,4,JPE21302230,FINISAR CORP,FCBN425QF1C10-OR
63.9,6622,6578,6607,6637,7,JPE20470678,AOI,AQPLBCQ4EDMA1072
63.9,8695,8720,8720,8720,30,SGD20375790,FINISAR CORP,FCBN425QF1C02-OR
63.9,8645,8670,8595,8595,23,SGD20512660,FINISAR CORP,FCBN425QF1C15-OR
63.9,7832,7853,7812,7812,24,SGD20297397,FINISAR CORP,FCBN425QF1C15-OR
63.9,6802,6849,6849,6833,30,JPE22202123,FINISAR CORP,FCBN425QF1C15-OR
63.9,4120,4098,4155,4184,30,JPE21305321,FINISAR CORP,FCBN425QF1C20-OR
63.9,8982,9009,8982,9009,28,JPE21302275,FINISAR CORP,FCBN425QF1C02-OR
63.9,7832,7915,7894,7874,27,SGD21207335,FINISAR CORP,FCBN425QF1C02-OR
63.9,8797,8849,8797,8849,29,SGD20492572,FINISAR CORP,FCBN425QF1C02-OR
63.9,9404,9433,9404,9433,23,JPE20461989,FINISAR CORP,FCBN425QF1C10-OR
63.9,9118,9090,9146,9090,25,JPE21402339,FINISAR CORP,FCBN425QF1C02-OR
63.9,10101,10101,10135,10101,28,JPE21322574,FINISAR CORP,FCBN425QF1C10-OR
63.9,9090,9174,9090,9090,6,JPE20482302,FINISAR CORP,FCBN425QF1C10-OR
63.9,7009,6976,6976,6912,13,JPE20470781,FINISAR CORP,FCBN425QF1C02-OR
63.9,8849,8823,8823,8823,26,SGD20445476,FINISAR CORP,FCBN425QF1C15-OR
63.9,8955,8955,8928,8928,8,JPE20282330,FINISAR CORP,FCBN425QF1C10-OR
63.9,9740,9771,9803,9803,1,SGD20453007,FINISAR CORP,FCBN425QF1C10-OR
63.9,6237,6237,6250,6172,4,SGD20445602,AOI,AQPLBCQ4EDMA1072
63.9,8902,8928,8928,8928,28,SGD20453122,FINISAR CORP,FCBN425QF1C15-OR
63.9,6521,6507,6507,6521,28,JPE22203315,FINISAR CORP,FCBN425QF1C15-OR
63.9,8196,8174,8174,8174,7,SGD21086130,AOI,AQPLBCQ4EDMA1072
63.9,8928,8902,8982,9009,30,SGD21017095,FINISAR CORP,FCBN425QF1C10-OR
63.9,7957,8042,8021,8064,26,SGD20475126,FINISAR CORP,FCBN425QF1C02-OR
63.9,9063,9063,9063,9063,2,SGD21068007,AOI,AQPLBCQ4EDMA1072
63.9,10714,10676,10676,10714,24,JPE21392505,FINISAR CORP,FCBN425QF1C02-OR
63.9,6637,6696,6622,6696,29,JPE21404223,FINISAR CORP,FCBN425QF1C10-OR
63.9,8379,8356,8379,8379,3,SGD20445566,FINISAR CORP,FCBN425QF1C02-OR
63.9,8474,8426,8450,8403,6,JPE21404400,Accelight,AQP100C-C-LRL
63.9,8310,8310,8333,8333,24,SGD21132147,FINISAR CORP,FCBN425QF1C02-OR
63.9,7334,7334,7299,7371,5,JPE22200496,Accelight,AQP100C-C-LRL
63.9,8264,8241,8287,8264,2,JPE22202138,Accelight,AQP100C-C-LRL
63.9,7575,7575,7556,7556,25,SGD21520605,FINISAR CORP,FCBN425QF1C02-OR
63.9,7772,7751,7772,7751,5,SGD21085358,FINISAR CORP,FCBN425QF1C10-OR
63.9,7772,7751,7772,7751,5,SGD21085358,AOI,AQPLBCQ4EDMA1072
63.9,7751,7692,7692,7731,23,SGD20422046,FINISAR CORP,FCBN425QF1C10-OR
63.9,8426,8426,8426,8426,4,JPE21404457,Accelight,AQP100C-C-LRL
63.9,8196,8219,8219,8196,26,SGD21067463,FINISAR CORP,FCBN425QF1C10-OR
63.9,7228,7194,7194,7194,24,SGD22023443,FINISAR CORP,FCBN425QF1C10-OR
63.9,7894,7874,8000,7936,24,SGD21401937,FINISAR CORP,FCBN425QF1C02-OR
63.9,7177,7263,7281,7142,4,SGD20475004,FINISAR CORP,FCBN425QF1C10-OR
63.9,7125,7194,7177,7142,25,JPE22062946,FINISAR CORP,FCBN425QF1C07-OR
63.9,6493,6437,6451,6479,29,SGD22074186,FINISAR CORP,FCBN425QF1C15-OR
63.9,7653,7653,7672,7653,1,JPE20443623,AOI,AQPLBCQ4EDMA1072
63.9,7772,7751,7731,7812,3,SGD21242664,Accelight,AQP100C-C-LRL
63.9,16042,15957,16216,16042,37,JPE21032860,Intel Corp,SPTSHP2PMCDF
63.9,16042,15957,16216,16042,37,JPE21032860,Intel Corp,SPTSHP2PMCDF
63.9,9646,9646,9646,9646,23,SGD21242079,FINISAR CORP,FCBN425QF1C20-OR
63.9,9063,9146,9063,9063,24,JPE21414251,FINISAR CORP,FCBN425QF1C07-OR
63.9,9646,9646,9646,9646,23,SGD21242079,FINISAR CORP,FCBN425QF1C10-OR
63.9,10273,10273,10309,10344,3,JPE21392403,FINISAR CORP,FCBN425QF1C02-OR
63.9,8720,8746,8771,8746,11,SGD22074865,FINISAR CORP,FCBN425QF1C10-OR
63.9,10273,10273,10309,10344,3,JPE21392403,FINISAR CORP,FCBN425QF1C02-OR
63.9,14851,14563,15544,15306,3,JPA22364117,Intel Corp,SPTSHP2PMCDF
63.9,9375,9404,9404,9404,23,SGD20445403,FINISAR CORP,FCBN425QF1C15-OR
63.9,9202,9174,9118,9174,6,SGD21035603,AOI,AQPLBCQ4EDMA1072
63.9,10989,10989,10989,10948,27,JPE21312161,FINISAR CORP,FCBN425QF1C10-OR
63.9,9900,9900,9933,9900,30,JPE22097861,FINISAR CORP,FCBN425QF1C10-OR
63.9,8152,8174,8196,8174,5,SGD20243434,FINISAR CORP,FCBN425QF1C02-OR
63.9,5893,5964,5940,5940,42,JPE21314362,FINISAR CORP,FCBN425QF1C07-OR
63.9,7407,7444,7407,7425,30,JPE21483522,FINISAR CORP,FCBN425QF1C20-OR
63.9,7957,7978,8000,8042,30,SGD20445473,FINISAR CORP,FCBN425QF1C15-OR
63.9,7957,7978,8000,8042,30,SGD20445473,FINISAR CORP,FCBN425QF1C15-OR
63.9,11363,11406,11363,11450,27,JPE21414366,FINISAR CORP,FCBN425QF1C02-OR
63.9,5940,5928,5882,5870,27,SGD22023641,FINISAR CORP,FCBN425QF1C15-OR
63.9,8174,8174,8196,8174,10,SGD22075409,FINISAR CORP,FCBN425QF1C02-OR
63.9,6263,6276,6237,6263,26,SGD21067501,FINISAR CORP,FCBN425QF1C10-OR
63.9,9202,9202,9174,9174,7,JPE21404587,FINISAR CORP,FCBN425QF1C10-OR
63.9,7009,7058,7025,7058,23,JPE21320892,FINISAR CORP,FCBN425QF1C02-OR
63.9,8287,8333,8333,8287,3,JPE20475007,FINISAR CORP,FCBN425QF1C02-OR
63.9,8287,8333,8333,8287,3,JPE20475007,FINISAR CORP,FCBN425QF1C02-OR
63.9,8955,8982,8982,8982,23,JPE21402477,FINISAR CORP,FCBN425QF1C10-OR
63.9,3658,3722,3712,3717,36,JPE21411489,FINISAR CORP,FCBN425QF1C20-OR
63.9,8547,8571,8571,8547,14,SGD22056752,FINISAR CORP,FCBN425QF1C02-OR
63.9,7352,7334,7334,7299,24,JPE22030811,FINISAR CORP,FCBN425QF1C10-OR
63.9,7462,7500,7444,7444,3,SGD20422109,AOI,AQPLBCQ4EDMA1072
63.9,8823,8797,8797,8797,27,SGD20471224,FINISAR CORP,FCBN425QF1C10-OR
63.9,8310,8219,8196,8241,10,SGD21213759,FINISAR CORP,FCBN425QF1C10-OR
63.9,9202,9259,9259,9287,26,SGD20233379,FINISAR CORP,FCBN425QF1C10-OR
63.9,10989,11029,10989,11029,29,JPE21330929,FINISAR CORP,FCBN425QF1C10-OR
63.9,8547,8522,8547,8595,16,SGD22057250,FINISAR CORP,FCBN425QF1C02-OR
63.9,7009,7042,6993,6993,26,SGD21401739,FINISAR CORP,FCBN425QF1C07-OR
63.9,7575,7653,7614,7653,5,SGD20392341,AOI,AQPLBCQ4EDMA1072
63.9,12931,12987,12931,12987,2,JPE21410670,Accelight,AQP100C-C-LRL
63.9,9174,9174,9174,9146,30,JPE20285243,FINISAR CORP,FCBN425QF1C20-OR
63.9,7389,7334,7389,7352,41,JPE21122320,FINISAR CORP,FCBN425QF1C15-OR
63.9,7853,7832,7853,7832,27,JPE20471136,FINISAR CORP,FCBN425QF1C10-OR
63.9,8547,8522,8522,8522,26,JPE21382227,FINISAR CORP,FCBN425QF1C20-OR
63.9,7853,7853,7812,7853,26,SGD20475294,FINISAR CORP,FCBN425QF1C10-OR
63.9,7575,7556,7556,7575,25,JPE20462239,FINISAR CORP,FCBN425QF1C10-OR
63.9,6864,6833,6849,6833,30,SGD21068053,FINISAR CORP,FCBN425QF1C15-OR
63.9,13513,13574,13574,13574,4,JPA22362582,Intel Corp,SPTSHP2PMCDF
63.9,11857,11904,11952,11904,30,SGD21471014,FINISAR CORP,FCBN425QF1C10-OR
63.9,11194,11152,11194,11194,23,SGD21039852,FINISAR CORP,FCBN425QF1C02-OR
63.9,13513,13574,13574,13574,4,JPA22362582,Intel Corp,SPTSHP2PMCDF
63.9,8064,8086,8064,8152,4,SGD21521022,AOI,AQPLBCQ4EDMA1072
63.9,9554,9523,9554,9523,3,JPE21404267,FINISAR CORP,FCBN425QF1C02-OR
63.9,9009,9009,9009,9036,3,SGD22023695,FINISAR CORP,FCBN425QF1C02-OR
63.9,7092,7058,7009,7025,5,SGD21039734,AOI,AQPLBCQ4EDMA1072
63.9,9009,9009,9009,9036,3,SGD22023695,FINISAR CORP,FCBN425QF1C02-OR
63.9,7125,7092,7125,7092,24,JPE22063227,FINISAR CORP,FCBN425QF1C02-OR
63.9,7444,7462,7556,7500,7,SGD21086120,AOI,AQPLBCQ4EDMA1072
63.9,7894,7874,7894,7894,15,SGD22023428,FINISAR CORP,FCBN425QF1C02-OR
63.9,7957,7936,7957,7957,26,SGD20266388,FINISAR CORP,FCBN425QF1C10-OR
63.9,7751,7751,7792,7772,11,SGD21053517,FINISAR CORP,FCBN425QF1C15-OR
63.9,8450,8474,8450,8474,26,JPE21402407,FINISAR CORP,FCBN425QF1C02-OR
63.9,8620,8620,8595,8571,23,JPE20443193,FINISAR CORP,FCBN425QF1C20-OR
63.9,7712,7731,7751,7712,6,SGD20475090,FINISAR CORP,FCBN425QF1C10-OR
63.9,7092,7058,7009,7025,5,SGD21039734,AOI,AQPLBCQ4EDMA1072
63.9,7874,7874,7894,7894,5,SGD21401877,Accelight,AQP100C-C-LRL
63.9,8174,8174,8196,8130,3,SGD21214167,FINISAR CORP,FCBN425QF1C10-OR
63.9,7712,7692,7731,7692,25,SGD21492944,FINISAR CORP,FCBN425QF1C10-OR
63.9,4497,4573,4518,4518,36,JPE21401421,FINISAR CORP,FCBN425QF1C15-OR
63.9,12096,12145,12096,12096,37,JPE21032872,Intel Corp,SPTSHP2PMCDF
63.9,6833,6849,6896,6880,5,SGD22023616,FINISAR CORP,FCBN425QF1C02-OR
63.9,7371,7352,7352,7299,2,JPE21321010,Accelight,AQP100C-C-LRL
63.9,9202,9259,9230,9259,30,SGD20452468,FINISAR CORP,FCBN425QF1C15-OR
63.9,7263,7281,7299,7246,28,SGD21161463,FINISAR CORP,FCBN425QF1C02-OR
63.9,7633,7653,7614,7614,3,SGD21039902,Accelight,AQP100C-C-LRL
63.9,8426,8426,8450,8403,17,SGD22023619,FINISAR CORP,FCBN425QF1C10-OR
63.9,10033,10033,10033,10067,25,SGD21492097,FINISAR CORP,FCBN425QF1C02-OR
63.9,7712,7653,7692,7751,2,SGD21207558,AOI,AQPLBCQ4EDMA1072
63.9,7228,7194,7194,7228,3,SGD20471712,FINISAR CORP,FCBN425QF1C02-OR
63.9,7772,7792,7812,7792,25,SGD21017028,FINISAR CORP,FCBN425QF1C15-OR
63.9,6833,6849,6896,6880,5,SGD22023616,AOI,AQPLBCQ4EDMA1072
63.9,8720,8746,8797,8797,24,SGD20511755,FINISAR CORP,FCBN425QF1C10-OR
63.9,7731,7772,7792,7772,27,SGD20444862,FINISAR CORP,FCBN425QF1C15-OR
63.9,7653,7653,7614,7633,29,JPE21404411,FINISAR CORP,FCBN425QF1C15-OR
63.9,6960,6944,6864,6944,7,SGD21214332,AOI,AQPLBCQ4EDMA1072
63.9,8823,8823,8771,8823,24,JPE21051618,FINISAR CORP,FCBN425QF1C10-OR
63.9,6912,6944,6928,6912,7,SGD20435694,AOI,AQPLBCQ4EDMA1072
63.9,7075,7142,7109,7125,2,SGD22057178,FINISAR CORP,FCBN425QF1C02-OR
63.9,8152,8174,8130,8196,26,SGD20452549,FINISAR CORP,FCBN425QF1C15-OR
63.9,9404,9404,9404,9404,30,SGD21039816,FINISAR CORP,FCBN425QF1C10-OR
63.9,10416,10452,10416,10416,23,JPE20285355,FINISAR CORP,FCBN425QF1C07-OR
63.9,8130,8152,8152,8196,30,SGD20475397,FINISAR CORP,FCBN425QF1C20-OR
63.9,9230,9230,9230,9259,28,JPE21051632,FINISAR CORP,FCBN425QF1C02-OR
63.9,7058,7009,7058,7025,23,SGD20405740,FINISAR CORP,FCBN425QF1C10-OR
63.9,11152,11152,11194,11194,28,JPE21404192,FINISAR CORP,FCBN425QF1C02-OR
63.9,15706,15789,15706,15706,6,JPA22231733,Intel Corp,SPTSHP2PMCDF
63.9,8982,8982,8902,8982,5,SGD20471738,FINISAR CORP,FCBN425QF1C10-OR
63.9,8771,8797,8771,8720,3,SGD21086017,AOI,AQPLBCQ4EDMA1072
63.9,9771,9803,9803,9836,29,JPE22202298,FINISAR CORP,FCBN425QF1C15-OR
63.9,8771,8771,8746,8823,23,SGD21085189,FINISAR CORP,FCBN425QF1C02-OR
63.9,10948,10948,10909,10909,23,SGD21492533,FINISAR CORP,FCBN425QF1C02-OR
63.9,8571,8571,8571,8595,24,JPE21330824,FINISAR CORP,FCBN425QF1C10-OR
63.9,8152,8108,8108,8130,27,SGD20452614,FINISAR CORP,FCBN425QF1C15-OR
63.9,9868,9836,9868,9836,29,JPE21330886,FINISAR CORP,FCBN425QF1C02-OR
63.9,8670,8645,8670,8645,4,JPE20471165,FINISAR CORP,FCBN425QF1C02-OR
63.9,8645,8670,8645,8620,27,JPE21493419,FINISAR CORP,FCBN425QF1C20-OR
63.9,8746,8797,8771,8797,13,JPE21402478,FINISAR CORP,FCBN425QF1C10-OR
63.9,7751,7772,7772,7751,6,SGD21521424,Accelight,AQP100C-C-LRL
63.9,7500,7500,7556,7500,25,JPE20461951,FINISAR CORP,FCBN425QF1C02-OR
63.9,12875,12931,12931,12931,3,SGD21301637,FINISAR CORP,FCBN425QF1C10-OR
63.9,7731,7751,7751,7712,26,JPE20462518,FINISAR CORP,FCBN425QF1C10-OR
63.9,3861,3901,3896,3836,26,JPE21465438,FINISAR CORP,FCBN425QF1C07-OR
63.9,9433,9433,9463,9463,30,SGD21242054,FINISAR CORP,FCBN425QF1C15-OR
63.9,9345,9345,9345,9375,10,SGD22023566,FINISAR CORP,FCBN425QF1C07-OR
63.9,6593,6637,6622,6681,6,SGD21017363,AOI,AQPLBCQ4EDMA1072
63.9,14925,14925,14925,14925,1,SGD22057077,FINISAR CORP,FCBN425QF1C10-OR
63.9,7317,7352,7371,7444,6,SGD21401506,Accelight,AQP100C-C-LRL
63.9,12931,12987,12931,12987,2,JPE21410670,Accelight,AQP100C-C-LRL
63.9,8356,8356,8379,8379,23,JPE20454724,FINISAR CORP,FCBN425QF1C20-OR
63.9,8875,8982,8955,8982,3,JPE20482130,AOI,AQPLBCQ4EDMA1072
63.9,7556,7537,7594,7556,3,JPE21322506,Accelight,AQP100C-C-LRL
63.9,6396,6369,6423,6437,8,SGD20391141,FINISAR CORP,FCBN425QF1C02-OR
63.9,7614,7633,7653,7614,3,SGD20444969,FINISAR CORP,FCBN425QF1C10-OR
63.9,8982,8955,8955,8955,30,SGD22075179,FINISAR CORP,FCBN425QF1C02-OR
63.9,8571,8571,8620,8670,3,SGD21214499,FINISAR CORP,FCBN425QF1C02-OR
63.9,9493,9493,9493,9523,6,JPE21312166,FINISAR CORP,FCBN425QF1C02-OR
63.9,9230,9202,9230,9202,29,JPE22192801,FINISAR CORP,FCBN425QF1C15-OR
63.9,7792,7772,7772,7751,7,JPE21410722,Accelight,AQP100C-C-LRL
63.9,14150,13888,14084,14018,33,JPA22473494,Intel Corp,SPTSHP2PMCDF
63.9,7853,7915,7915,7915,5,JPE22032292,Accelight,AQP100C-C-LRL
63.9,8928,8797,8982,8823,1,SGD21067747,AOI,AQPLBCQ4EDMA1072
63.9,13761,14851,14851,13636,9,JPE21071578,Intel Corp,SPTSHP2PMCDF
63.9,7672,7712,7712,7712,6,SGD21214494,FINISAR CORP,FCBN425QF1C02-OR
63.9,7772,7812,7772,7751,29,SGD20391112,FINISAR CORP,FCBN425QF1C02-OR
63.9,8130,8152,8086,8064,4,SGD21172754,FINISAR CORP,FCBN425QF1C02-OR
63.9,6833,6833,6818,6818,27,JPE21320946,FINISAR CORP,FCBN425QF1C10-OR
63.9,7792,7772,7772,7772,16,SGD22023297,FINISAR CORP,FCBN425QF1C02-OR
63.9,9966,9900,9900,9933,30,JPE20343434,FINISAR CORP,FCBN425QF1C07-OR
63.9,8928,8902,8902,8875,5,SGD22075042,Accelight,AQP100C-C-LRL
63.9,9966,9900,9900,9933,30,JPE20343434,FINISAR CORP,FCBN425QF1C20-OR
63.9,8670,8695,8670,8620,28,JPE21292169,FINISAR CORP,FCBN425QF1C02-OR
63.9,4418,4477,4457,4470,36,JPE21391303,FINISAR CORP,FCBN425QF1C15-OR
63.9,7407,7444,7389,7407,5,SGD20284184,FINISAR CORP,FCBN425QF1C10-OR
63.9,8695,8595,8645,8620,29,SGD20452757,AOI,AQPA9N20ADLN1205
63.9,9433,9493,9463,9404,6,SGD22074870,FINISAR CORP,FCBN425QF1C10-OR
63.9,3610,3597,3567,3579,34,JPE21102664,FINISAR CORP,FCBN425QF1C15-OR
63.9,7177,7194,7211,7177,12,JPE21381204,FINISAR CORP,FCBN425QF1C10-OR
63.9,9433,9404,9433,9375,28,SGD21132378,FINISAR CORP,FCBN425QF1C10-OR
63.9,7653,7614,7633,7633,25,SGD22074912,FINISAR CORP,FCBN425QF1C10-OR
63.9,6772,6787,6756,6787,26,JPE22032289,O-NET,1AT-3Q4M15XX-14A
63.9,9345,9316,9345,9375,26,JPE22202381,FINISAR CORP,FCBN425QF1C10-OR
63.9,7614,7653,7692,7653,12,SGD21213938,FINISAR CORP,FCBN425QF1C25-OR
63.9,7556,7537,7594,7556,3,JPE21322506,Accelight,AQP100C-C-LRL
63.9,8571,8571,8571,8620,26,SGD21132476,FINISAR CORP,FCBN425QF1C10-OR
63.9,9063,9146,9090,9090,14,SGD22057246,FINISAR CORP,FCBN425QF1C02-OR
63.9,13274,13274,13215,13215,1,SGD21302437,Accelight,AQP100C-C-LRL
63.9,8333,8333,8379,8379,27,JPE20263715,FINISAR CORP,FCBN425QF1C20-OR
63.9,8196,8174,8174,8152,30,JPE21312283,FINISAR CORP,FCBN425QF1C02-OR
63.9,8695,8595,8645,8620,29,SGD20452757,FINISAR CORP,FCBN425QF1C15-OR
63.9,9345,9433,9375,9404,1,SGD21302086,FINISAR CORP,FCBN425QF1C10-OR
63.9,6172,6134,6134,6134,16,SGD21207502,FINISAR CORP,FCBN425QF1C02-OR
63.9,6993,6944,6976,6960,12,SGD21068388,FINISAR CORP,FCBN425QF1C02-OR
63.9,7556,7556,7537,7575,27,SGD20233576,FINISAR CORP,FCBN425QF1C02-OR
63.9,8571,8571,8571,8620,26,SGD21132476,FINISAR CORP,FCBN425QF1C10-OR
63.9,8333,8356,8310,8356,42,JPE21312230,FINISAR CORP,FCBN425QF1C15-OR
63.9,9584,9554,9615,9554,30,JPE20482116,FINISAR CORP,FCBN425QF1C02-OR
63.9,7653,7614,7633,7633,25,SGD22074912,FINISAR CORP,FCBN425QF1C10-OR
63.9,8426,8426,8450,8426,3,JPE20471088,Accelight,AQP100C-C-LRL
63.9,7936,7915,7894,7894,1,SGD21039804,FINISAR CORP,FCBN425QF1C02-OR
63.9,9316,9345,9316,9316,29,JPE21404013,FINISAR CORP,FCBN425QF1C20-OR
63.9,6960,6912,6864,6944,7,JPE21353305,FINISAR CORP,FCBN425QF1C10-OR
63.9,8152,8064,8086,8108,6,SGD20474810,AOI,AQPLBCQ4EDMA1072
63.9,8620,8645,8595,8620,30,JPE20441630,FINISAR CORP,FCBN425QF1C02-OR
63.9,8021,8042,8000,8086,41,SGD20512305,FINISAR CORP,FCBN425QF1C15-OR
63.9,6024,5952,6048,6000,5,SGD21214398,AOI,AQPLBCQ4EDMA1072
63.9,9404,9433,9404,9404,29,JPE20285366,FINISAR CORP,FCBN425QF1C10-OR
63.9,8042,8108,8086,8108,6,SGD21302325,Accelight,AQP100C-C-LRL
63.9,7371,7334,7317,7389,11,JPE21350700,FINISAR CORP,FCBN425QF1C10-OR
63.9,10452,10416,10416,10452,2,JPE21301943,Accelight,AQP100C-C-LRL
63.9,9615,9646,9615,9584,25,JPE20470987,FINISAR CORP,FCBN425QF1C15-OR
63.9,8241,8241,8241,8196,29,JPE22095632,FINISAR CORP,FCBN425QF1C10-OR
63.9,8130,8064,8086,8108,29,JPE20441712,FINISAR CORP,FCBN425QF1C10-OR
63.9,10238,10169,10238,10169,28,SGD22074875,FINISAR CORP,FCBN425QF1C02-OR
63.9,7352,7425,7462,7444,6,JPE20450334,Accelight,AQP100C-C-LRL
63.9,9316,9287,9316,9287,3,SGD22056662,FINISAR CORP,FCBN425QF1C10-OR
63.9,7672,7672,7653,7614,14,SGD22023461,FINISAR CORP,FCBN425QF1C02-OR
63.9,8571,8547,8547,8571,6,SGD20297270,FINISAR CORP,FCBN425QF1C07-OR
63.9,8287,8264,8241,8219,29,SGD21470680,FINISAR CORP,FCBN425QF1C02-OR
63.9,8474,8426,8450,8522,29,JPE20443621,FINISAR CORP,FCBN425QF1C10-OR
63.9,8982,9009,9009,9009,30,JPE22183149,FINISAR CORP,FCBN425QF1C20-OR
63.9,6637,6666,6593,6651,26,SGD22056756,O-NET,1AT-3Q4M15XX-14A
63.9,8450,8450,8426,8426,26,SGD20421551,FINISAR CORP,FCBN425QF1C15-OR
63.9,7317,7389,7407,7246,2,SGD20445548,FINISAR CORP,FCBN425QF1C02-OR
63.9,6637,6666,6593,6651,26,SGD22056756,O-NET,1AT-3Q4M20XX-14A
63.9,8875,8849,8823,8771,29,SGD21301644,FINISAR CORP,FCBN425QF1C10-OR
63.9,7194,7194,7211,7211,24,JPE21322642,FINISAR CORP,FCBN425QF1C10-OR
63.9,10526,10526,10563,10526,26,SGD22056767,FINISAR CORP,FCBN425QF1C02-OR
63.9,11278,11320,11363,11363,24,JPE21311981,FINISAR CORP,FCBN425QF1C10-OR
63.9,7772,7792,7731,7731,3,SGD21132485,Accelight,AQP100C-C-LRL
63.9,8746,8720,8720,8746,24,JPE20451947,FINISAR CORP,FCBN425QF1C10-OR
63.9,8928,8902,8902,8875,5,SGD22075042,FINISAR CORP,FCBN425QF1C10-OR
63.9,8219,8196,8174,8196,5,SGD21143936,FINISAR CORP,FCBN425QF1C02-OR
63.9,8571,8571,8522,8571,7,SGD20445269,FINISAR CORP,FCBN425QF1C02-OR
63.9,7853,7853,7832,7832,24,SGD21017029,FINISAR CORP,FCBN425QF1C15-OR
63.9,9202,9202,9174,9174,3,SGD22023723,FINISAR CORP,FCBN425QF1C10-OR
63.9,9740,9708,9677,9708,2,SGD22056757,Accelight,AQP100C-C-LRL
63.9,9036,9063,9036,9063,5,SGD21520961,Accelight,AQP100C-C-LRL
63.8,9584,9584,9615,9615,5,JPE21404574,Accelight,AQP100C-C-LRL
63.8,12820,12875,12875,12820,27,JPE21402458,FINISAR CORP,FCBN425QF1C02-OR
63.8,11070,11029,11070,11070,1,JPE21402410,Accelight,AQP100C-C-LRL
63.8,10000,10033,9966,9966,23,JPE20454797,FINISAR CORP,FCBN425QF1C10-OR
63.8,7936,7874,7874,7874,5,SGD20444940,AOI,AQPLBCQ4EDMA1072
63.8,8849,8875,8902,8875,8,SGD21492603,AOI,AQPLBCQ4EDMA1072
63.8,6410,6423,6382,6396,30,JPE22190488,FINISAR CORP,FCBN425QF1C10-OR
63.8,8426,8403,8403,8474,5,JPE20455178,FINISAR CORP,FCBN425QF1C10-OR
63.8,7633,7653,7556,7575,12,JPE22100141,FINISAR CORP,FCBN425QF1C02-OR
63.8,9966,9933,9933,9933,7,SGD22074911,AOI,AQPLBCQ4EDMA1072
63.8,15706,15789,15706,15706,6,JPA22231733,Intel Corp,SPTSHP2PMCDF
63.8,9868,9900,9836,9836,27,JPE21402464,FINISAR CORP,FCBN425QF1C20-OR
63.8,12931,12711,12875,12820,3,JPE22201668,Intel Corp,SPTSHP2PMCDF
63.8,8474,8474,8522,8498,3,JPE22063076,AOI,AQPLBCQ4EDMA1072
63.8,8928,8982,8902,8982,1,JPE20481523,AOI,AQPLBCQ4EDMA1072
63.8,10752,10791,10752,10791,1,SGD21435640,Accelight,AQP100C-C-LRL
63.8,8287,8287,8241,8241,28,SGD21017076,FINISAR CORP,FCBN425QF1C15-OR
63.8,7211,7211,7263,7228,7,JPE21271246,Accelight,AQP100C-C-LRL
63.8,6211,6315,6289,6315,14,SGD21214135,FINISAR CORP,FCBN425QF1C15-OR
63.8,6382,6329,6289,6369,6,JPE22183131,AOI,AQPLBCQ4EDMA1072
63.8,8379,8379,8379,8498,6,SGD21068042,FINISAR CORP,FCBN425QF1C10-OR
63.8,9230,9259,9259,9230,3,JPE21402354,FINISAR CORP,FCBN425QF1C02-OR
63.8,9900,9836,9868,9868,1,SGD20475409,AOI,AQPLBCQ4EDMA1072
63.8,10000,9966,9966,10000,6,SGD22074498,AOI,AQPLBCQ4EDMA1072
63.8,15706,15873,15957,16042,10,JPE21051927,Intel Corp,SPTSHP2PMCDF
63.8,6741,6833,6864,6880,4,SGD20422104,FINISAR CORP,FCBN425QF1C02-OR
63.8,9090,9063,9063,9063,29,SGD22454144,FINISAR CORP,FCBN425QF1C02-OR
63.8,7594,7575,7556,7537,4,SGD20475361,FINISAR CORP,FCBN425QF1C02-OR
63.8,5639,5607,5565,5639,11,JPE22063006,FINISAR CORP,FCBN425QF1C02-OR
63.8,8670,8620,8670,8620,7,JPE21404020,Accelight,AQP100C-C-LRL
63.8,7672,7692,7692,7731,30,SGD21016843,FINISAR CORP,FCBN425QF1C20-OR
63.8,12931,12711,12875,12820,3,JPE22201668,Intel Corp,SPTSHP2PMCDF
63.8,5535,5555,5524,5504,2,JPE21271087,AOI,AQPLBCQ4EDMA1072
63.8,5758,5736,5747,5813,8,JPW20350139,Eoptolink,EOLQ-131HG-O-5H5
63.8,12096,12145,12096,12096,37,JPE21032872,Intel Corp,SPTSHP2PMCDF
63.8,6696,6637,6578,6651,7,SGD21067789,AOI,AQPLBCQ4EDMA1072
